2262,红牛能量饮料维生素功能纸板箱24包x 250毫升,红牛,堆头_红牛维生素功能饮料罐装250毫升_纸箱24罐
725,雀巢（Nestle） 咖啡（丝滑拿铁）瓶装 268ml 3联包,雀巢咖啡,堆头_雀巢咖啡丝滑拿铁瓶装268毫升_便携式3瓶
1735,正宗椰树椰汁纸板箱24 x 245ml,正宗椰树,堆头_椰树椰汁罐装245毫升_纸箱24罐
1045,汇源100％橙汁紙箱12 * 200毫升,汇源,堆头_汇源100%橙汁盒装200毫升_纸箱12盒
2348,汇源果汁早啊100%复合果蔬汁箱装4盒x 1升,汇源,堆头_汇源早啊100%复合果蔬汁盒装1000毫升_纸箱4盒
954,匯源鮮桃果汁200毫升x 12,汇源,堆头_汇源100%桃汁盒装200毫升_纸盒12盒
1492,娃哈哈爽歪歪酸奶饮料纸盒24盒装200毫升,娃哈哈爽歪歪,堆头_娃哈哈爽歪歪营养酸奶饮品瓶装200克_纸箱24瓶
1493,娃哈哈锌爽歪歪儿童饮料纸板盒24包x 200毫升,娃哈哈爽歪歪,堆头_娃哈哈锌爽歪歪营养酸奶饮品瓶装200克_纸箱24瓶
286,娃哈哈锌爽歪歪营养酸奶饮品4x125ML,娃哈哈爽歪歪,堆头_娃哈哈锌爽歪歪瓶装125克_塑料膜4瓶
288,娃哈哈锌爽歪歪营养酸奶饮品4x200ML,娃哈哈爽歪歪,堆头_娃哈哈锌爽歪歪瓶装200毫升_塑料膜4瓶
287,娃哈哈爽歪歪营养酸奶饮品4x200ML,娃哈哈爽歪歪,堆头_娃哈哈爽歪歪营养酸奶饮品瓶装200克_塑料膜4瓶
2660,旺仔牛奶箱装125毫升 x20盒,旺仔牛奶,堆头_旺仔牛奶盒装125毫升_纸箱20盒
2662,旺仔牛奶裹塑125毫升 x4盒,旺仔牛奶,堆头_旺仔牛奶盒装125毫升_塑料膜4盒
2661,王子牛奶O泡果奶味饮料裹塑125毫升 x4盒,旺仔牛奶,堆头_旺旺O泡果奶味饮料原味盒装125毫升_塑料膜4盒
1276,娃哈哈AD钙牛奶100ML x 5,娃哈哈AD钙奶,堆头_娃哈哈AD钙奶瓶装100克_塑料膜5瓶
289,娃哈哈原味AD钙奶6x100ML,娃哈哈AD钙奶,堆头_娃哈哈AD钙奶瓶装100克_塑料膜6瓶
290,娃哈哈AD钙奶4x220ML,娃哈哈AD钙奶,堆头_娃哈哈AD钙瓶装220毫升_塑料膜4瓶
2347,佳得乐柠檬味运动饮料箱装15瓶x 600毫升,佳得乐,堆头_佳得乐柠檬味运动饮料瓶装600毫升_纸箱15瓶
2345,佳得乐橙味运动饮料箱装15瓶x 600毫升,佳得乐,堆头_佳得乐橙味运动饮料瓶装600毫升_纸箱15瓶
2344,佳得乐蓝莓味运动饮料箱装15瓶x 600毫升,佳得乐,堆头_佳得乐蓝莓味运动饮料瓶装600毫升_纸箱15瓶
2346,佳得乐西柚味运动饮料箱装15瓶x 600毫升,佳得乐,堆头_佳得乐西柚味运动饮料瓶装600毫升_纸箱15瓶
