1707,魔爪纸板盒4件装X 330毫升,魔爪,堆头_魔爪高罐装330毫升_便携式4罐,
1378,魔爪超越摩登罐330(24)整箱,魔爪,堆头_魔爪罐装330毫升_纸箱24罐,
1745,红牛能量饮料包装纸盒4包250毫升,红牛,堆头_红牛牛磺酸强化型高罐装_便携式4罐,
2264,红牛能量饮料维生素功能包装塑料6包 x 250 毫升,红牛,堆头_红牛罐装250毫升_彩塑6罐,堆头_红牛罐装250毫升_塑料膜6罐
2262,红牛能量饮料维生素功能纸板箱24包x 250毫升,红牛,堆头_红牛维生素功能饮料罐装250毫升_纸箱24罐,
448,二联装 Others,General,无,
1299,可口可乐瓶300ml+雪碧瓶300ml,混合包装,堆头_可乐+雪碧瓶装300毫升_二联装,
1301,美汁源橙瓶1.25l+美汁源葡萄瓶1.25l,混合包装,堆头_美汁源果粒橙+葡萄瓶装1250毫升_二联装,
1806,雪碧1升+美汁源橙塑料瓶 1.25升,混合包装,堆头_雪碧瓶装1000毫升+果粒橙瓶装1250毫升_二联装,
910,可乐 公升/酷儿橙2x1.5l公升,混合包装,堆头_可乐+酷儿橙瓶装1250毫升_二联装,
451,美汁源果粒橙塑料瓶 2x1.25l公升,混合包装,堆头_美汁源果粒橙瓶装1250毫升_二联装,
453,可口可乐1.25l +美汁源果粒橙1.25l,混合包装,堆头_可乐+果粒橙瓶装1250毫升_二联装,
454,雪碧/美汁源橙塑料瓶 1.25公升2支装,混合包装,堆头_雪碧+果粒橙瓶装1250毫升_二联装,
455,美汁源果粒橙塑料瓶1.25升+美汁源热带果粒塑料瓶1.25升,混合包装,堆头_果粒橙+热带果粒瓶装1250毫升_二联装,
449,可乐 1.25公升/酷儿橙1.5公升,混合包装,堆头_可乐瓶装1250毫升+酷儿橙瓶装1500毫升_二联装,
450,雪碧 1.25公升/酷儿橙1.5公升,混合包装,堆头_雪碧瓶装1250毫升+酷儿橙瓶装1500毫升_二联装,
452,酷儿橙汁塑料瓶 2x1.5公升,混合包装,堆头_酷儿橙瓶装1500毫升_二联装,
456,美汁源果粒橙塑料2x1.8l,混合包装,堆头_美汁源果粒橙瓶装1800毫升_二联装,
457,雪碧/芬达橙 塑料瓶2公升,混合包装,堆头_雪碧+芬达橙瓶装2000毫升_二联装,
